pharmacy_id,sku,drug_name,form,strength,price,qty,qty_available
ph0140,OTC011,Loratadine,Tablet,10mg,20.55,180.0,
ph0140,OTC013,Aspirin,Tablet,325mg,79.18,164.0,
ph0140,OTC043,Nebulizer Solution,Solution,2.5ml,116.38,134.0,
ph0140,OTC033,Budesonide Inhaler,Inhaler,200mcg,105.36,164.0,
ph0141,OTC034,Mucolytic Syrup,Syrup,100ml,53.46,135.0,
ph0141,OTC033,Budesonide Inhaler,Inhaler,200mcg,15.27,114.0,
ph0141,OTC013,Aspirin,Tablet,325mg,126.44,39.0,
ph0141,OTC043,Nebulizer Solution,Solution,2.5ml,100.25,43.0,
ph0141,OTC041,Steroid Respiratory,Tablet,5mg,96.1,149.0,
ph0141,OTC006,Vitamin C,Tablet,500mg,63.83,168.0,
ph0141,OTC023,Throat Lozenges,Lozenge,24 count,87.6,30.0,
ph0141,OTC003,Cetirizine,Tablet,10mg,72.96,166.0,
ph0141,OTC026,Multivitamin,Tablet,Daily,101.26,102.0,
ph0141,OTC037,Bronchodilator,Tablet,4mg,94.7,148.0,
ph0141,OTC011,Loratadine,Tablet,10mg,31.12,35.0,
ph0141,OTC010,Guaifenesin,Syrup,100ml,73.07,107.0,
ph0141,OTC002,Ibuprofen,Tablet,200mg,147.53,41.0,
ph0141,OTC015,Acetaminophen,Tablet,325mg,80.64,64.0,
ph0141,OTC036,Expectorant Tablets,Tablet,200mg,15.48,132.0,
ph0142,OTC030,Saline Nasal Spray,Spray,30ml,19.23,44.0,
ph0142,OTC043,Nebulizer Solution,Solution,2.5ml,88.11,118.0,
ph0142,OTC033,Budesonide Inhaler,Inhaler,200mcg,49.78,188.0,
ph0142,OTC007,Zinc Supplement,Tablet,50mg,145.02,174.0,
ph0142,OTC015,Acetaminophen,Tablet,325mg,132.26,105.0,
ph0142,OTC039,Chest Rub Balm,Balm,50g,21.41,189.0,
ph0142,OTC011,Loratadine,Tablet,10mg,29.8,109.0,
ph0142,OTC016,Pseudoephedrine,Tablet,30mg,53.43,187.0,
ph0142,OTC017,Phenylephrine,Tablet,10mg,107.79,120.0,
ph0142,OTC013,Aspirin,Tablet,325mg,28.05,41.0,
ph0142,OTC041,Steroid Respiratory,Tablet,5mg,53.34,116.0,
ph0142,OTC002,Ibuprofen,Tablet,200mg,100.09,104.0,
ph0142,OTC034,Mucolytic Syrup,Syrup,100ml,123.85,191.0,
ph0143,OTC040,Antibiotic Respiratory,Tablet,500mg,57.84,144.0,
ph0143,OTC037,Bronchodilator,Tablet,4mg,36.88,55.0,
ph0143,OTC035,Antihistamine Syrup,Syrup,100ml,31.69,95.0,
ph0143,OTC030,Saline Nasal Spray,Spray,30ml,128.22,45.0,
ph0143,OTC003,Cetirizine,Tablet,10mg,81.08,158.0,
ph0143,OTC034,Mucolytic Syrup,Syrup,100ml,126.92,154.0,
ph0143,OTC041,Steroid Respiratory,Tablet,5mg,15.28,106.0,
ph0143,OTC017,Phenylephrine,Tablet,10mg,132.69,178.0,
ph0143,OTC043,Nebulizer Solution,Solution,2.5ml,28.35,116.0,
ph0143,OTC015,Acetaminophen,Tablet,325mg,31.6,66.0,
ph0143,OTC001,Paracetamol,Tablet,500mg,126.39,179.0,
ph0143,OTC038,Steam Inhalation,Solution,100ml,123.27,62.0,
ph0143,OTC011,Loratadine,Tablet,10mg,110.97,31.0,
ph0143,OTC007,Zinc Supplement,Tablet,50mg,67.52,193.0,
ph0143,OTC008,Chlorpheniramine,Tablet,4mg,110.74,133.0,
ph0144,OTC011,Loratadine,Tablet,10mg,117.72,117.0,
ph0144,OTC038,Steam Inhalation,Solution,100ml,80.41,127.0,
ph0144,OTC037,Bronchodilator,Tablet,4mg,145.28,71.0,
ph0144,OTC039,Chest Rub Balm,Balm,50g,122.18,55.0,
ph0144,OTC023,Throat Lozenges,Lozenge,24 count,132.22,33.0,
ph0144,OTC009,Dextromethorphan,Syrup,100ml,99.77,115.0,
ph0144,OTC031,Ambroxol,Tablet,30mg,87.64,46.0,
ph0144,OTC042,Oxygen Support,Cylinder,Portable,109.6,152.0,
ph0144,OTC043,Nebulizer Solution,Solution,2.5ml,129.16,92.0,
ph0144,OTC026,Multivitamin,Tablet,Daily,21.74,61.0,
ph0144,OTC008,Chlorpheniramine,Tablet,4mg,48.19,151.0,
ph0144,OTC015,Acetaminophen,Tablet,325mg,30.63,131.0,
ph0144,OTC040,Antibiotic Respiratory,Tablet,500mg,22.84,76.0,
ph0144,OTC041,Steroid Respiratory,Tablet,5mg,124.34,109.0,
ph0145,OTC017,Phenylephrine,Tablet,10mg,13.95,45.0,
ph0145,OTC002,Ibuprofen,Tablet,200mg,127.48,186.0,
ph0145,OTC016,Pseudoephedrine,Tablet,30mg,56.94,57.0,
ph0145,OTC030,Saline Nasal Spray,Spray,30ml,29.26,93.0,
ph0145,OTC015,Acetaminophen,Tablet,325mg,138.44,140.0,
ph0145,OTC009,Dextromethorphan,Syrup,100ml,107.45,55.0,
ph0145,OTC041,Steroid Respiratory,Tablet,5mg,116.24,140.0,
ph0145,OTC003,Cetirizine,Tablet,10mg,72.8,21.0,
ph0145,OTC039,Chest Rub Balm,Balm,50g,136.82,24.0,
ph0145,OTC038,Steam Inhalation,Solution,100ml,45.83,58.0,
ph0146,OTC037,Bronchodilator,Tablet,4mg,18.79,147.0,
ph0146,OTC033,Budesonide Inhaler,Inhaler,200mcg,93.54,24.0,
ph0146,OTC030,Saline Nasal Spray,Spray,30ml,98.47,167.0,
ph0146,OTC017,Phenylephrine,Tablet,10mg,43.87,56.0,
ph0146,OTC005,Cough Syrup,Syrup,100ml,50.78,20.0,
ph0146,OTC038,Steam Inhalation,Solution,100ml,96.07,81.0,
ph0146,OTC011,Loratadine,Tablet,10mg,89.89,67.0,
ph0146,OTC009,Dextromethorphan,Syrup,100ml,103.01,41.0,
ph0146,OTC043,Nebulizer Solution,Solution,2.5ml,83.29,112.0,
ph0146,OTC039,Chest Rub Balm,Balm,50g,19.48,154.0,
ph0146,OTC002,Ibuprofen,Tablet,200mg,86.17,149.0,
ph0146,OTC036,Expectorant Tablets,Tablet,200mg,87.58,119.0,
ph0146,OTC040,Antibiotic Respiratory,Tablet,500mg,132.27,31.0,
ph0146,OTC023,Throat Lozenges,Lozenge,24 count,98.99,115.0,
ph0147,OTC037,Bronchodilator,Tablet,4mg,28.68,110.0,
ph0147,OTC001,Paracetamol,Tablet,500mg,86.44,184.0,
ph0147,OTC015,Acetaminophen,Tablet,325mg,34.51,195.0,
ph0147,OTC039,Chest Rub Balm,Balm,50g,75.05,198.0,
ph0147,OTC003,Cetirizine,Tablet,10mg,76.99,66.0,
ph0147,OTC041,Steroid Respiratory,Tablet,5mg,123.61,36.0,
ph0147,OTC009,Dextromethorphan,Syrup,100ml,110.25,137.0,
ph0147,OTC035,Antihistamine Syrup,Syrup,100ml,15.18,71.0,
ph0147,OTC034,Mucolytic Syrup,Syrup,100ml,16.13,71.0,
ph0147,OTC005,Cough Syrup,Syrup,100ml,134.01,100.0,
ph0147,OTC032,Salbutamol Inhaler,Inhaler,100mcg,140.67,151.0,
ph0147,OTC013,Aspirin,Tablet,325mg,65.75,159.0,
ph0148,OTC010,Guaifenesin,Syrup,100ml,71.17,122.0,
ph0148,OTC002,Ibuprofen,Tablet,200mg,114.06,118.0,
ph0148,OTC038,Steam Inhalation,Solution,100ml,57.47,67.0,
ph0148,OTC034,Mucolytic Syrup,Syrup,100ml,79.47,147.0,
ph0148,OTC008,Chlorpheniramine,Tablet,4mg,61.43,152.0,
ph0148,OTC011,Loratadine,Tablet,10mg,47.34,41.0,
ph0148,OTC015,Acetaminophen,Tablet,325mg,111.79,40.0,
ph0148,OTC042,Oxygen Support,Cylinder,Portable,70.29,66.0,
ph0148,OTC040,Antibiotic Respiratory,Tablet,500mg,86.37,102.0,
ph0148,OTC013,Aspirin,Tablet,325mg,24.36,103.0,
ph0148,OTC043,Nebulizer Solution,Solution,2.5ml,102.53,98.0,
ph0148,OTC005,Cough Syrup,Syrup,100ml,72.43,129.0,
ph0148,OTC037,Bronchodilator,Tablet,4mg,33.33,133.0,
ph0149,OTC023,Throat Lozenges,Lozenge,24 count,81.83,193.0,
ph0149,OTC002,Ibuprofen,Tablet,200mg,32.4,27.0,
ph0149,OTC037,Bronchodilator,Tablet,4mg,29.99,175.0,
ph0149,OTC015,Acetaminophen,Tablet,325mg,104.93,132.0,
ph0149,OTC033,Budesonide Inhaler,Inhaler,200mcg,14.87,37.0,
ph0149,OTC017,Phenylephrine,Tablet,10mg,43.04,185.0,
ph0149,OTC010,Guaifenesin,Syrup,100ml,61.29,118.0,
ph0149,OTC034,Mucolytic Syrup,Syrup,100ml,142.93,28.0,
ph0149,OTC042,Oxygen Support,Cylinder,Portable,94.71,193.0,
ph0149,OTC003,Cetirizine,Tablet,10mg,72.99,114.0,
ph0149,OTC016,Pseudoephedrine,Tablet,30mg,62.08,39.0,
ph0149,OTC040,Antibiotic Respiratory,Tablet,500mg,90.35,155.0,
ph0150,OTC016,Pseudoephedrine,Tablet,30mg,26.49,86.0,
ph0150,OTC013,Aspirin,Tablet,325mg,108.57,74.0,
ph0150,OTC034,Mucolytic Syrup,Syrup,100ml,149.49,93.0,
ph0150,OTC010,Guaifenesin,Syrup,100ml,107.16,145.0,
ph0150,OTC009,Dextromethorphan,Syrup,100ml,38.02,54.0,
ph0150,OTC005,Cough Syrup,Syrup,100ml,129.4,135.0,
ph0150,OTC001,Paracetamol,Tablet,500mg,34.17,133.0,
ph0150,OTC007,Zinc Supplement,Tablet,50mg,149.62,194.0,
ph0150,OTC026,Multivitamin,Tablet,Daily,145.46,101.0,
ph0150,OTC030,Saline Nasal Spray,Spray,30ml,103.5,36.0,
ph0150,OTC043,Nebulizer Solution,Solution,2.5ml,87.0,94.0,
ph0150,OTC031,Ambroxol,Tablet,30mg,134.79,60.0,
ph0151,OTC036,Expectorant Tablets,Tablet,200mg,87.56,114.0,
ph0151,OTC043,Nebulizer Solution,Solution,2.5ml,75.44,161.0,
ph0151,OTC034,Mucolytic Syrup,Syrup,100ml,28.17,42.0,
ph0151,OTC007,Zinc Supplement,Tablet,50mg,19.2,121.0,
ph0151,OTC039,Chest Rub Balm,Balm,50g,149.94,142.0,
ph0151,OTC015,Acetaminophen,Tablet,325mg,83.6,124.0,
ph0151,OTC030,Saline Nasal Spray,Spray,30ml,125.27,38.0,
ph0151,OTC009,Dextromethorphan,Syrup,100ml,27.55,101.0,
ph0151,OTC005,Cough Syrup,Syrup,100ml,99.93,135.0,
ph0151,OTC008,Chlorpheniramine,Tablet,4mg,75.22,152.0,
ph0151,OTC006,Vitamin C,Tablet,500mg,58.23,161.0,
ph0151,OTC042,Oxygen Support,Cylinder,Portable,99.57,66.0,
ph0151,OTC026,Multivitamin,Tablet,Daily,117.49,53.0,
ph0151,OTC001,Paracetamol,Tablet,500mg,70.57,34.0,
ph0151,OTC038,Steam Inhalation,Solution,100ml,126.39,152.0,
ph0152,OTC011,Loratadine,Tablet,10mg,37.48,161.0,
ph0152,OTC007,Zinc Supplement,Tablet,50mg,48.42,180.0,
ph0152,OTC042,Oxygen Support,Cylinder,Portable,52.4,156.0,
ph0152,OTC013,Aspirin,Tablet,325mg,23.08,184.0,
ph0152,OTC036,Expectorant Tablets,Tablet,200mg,33.61,168.0,
ph0152,OTC009,Dextromethorphan,Syrup,100ml,31.59,188.0,
ph0152,OTC015,Acetaminophen,Tablet,325mg,97.43,174.0,
ph0152,OTC030,Saline Nasal Spray,Spray,30ml,57.27,164.0,
ph0152,OTC043,Nebulizer Solution,Solution,2.5ml,15.77,27.0,
ph0152,OTC003,Cetirizine,Tablet,10mg,21.37,184.0,
ph0152,OTC010,Guaifenesin,Syrup,100ml,117.94,87.0,
ph0153,OTC008,Chlorpheniramine,Tablet,4mg,51.64,38.0,
ph0153,OTC038,Steam Inhalation,Solution,100ml,106.41,60.0,
ph0153,OTC032,Salbutamol Inhaler,Inhaler,100mcg,71.54,143.0,
ph0153,OTC017,Phenylephrine,Tablet,10mg,75.02,107.0,
ph0153,OTC033,Budesonide Inhaler,Inhaler,200mcg,94.93,100.0,
ph0153,OTC034,Mucolytic Syrup,Syrup,100ml,130.61,101.0,
ph0153,OTC001,Paracetamol,Tablet,500mg,112.79,108.0,
ph0153,OTC026,Multivitamin,Tablet,Daily,146.55,53.0,
ph0153,OTC042,Oxygen Support,Cylinder,Portable,116.49,151.0,
ph0153,OTC031,Ambroxol,Tablet,30mg,88.63,101.0,
ph0153,OTC011,Loratadine,Tablet,10mg,43.84,51.0,
ph0153,OTC039,Chest Rub Balm,Balm,50g,47.45,83.0,
ph0153,OTC036,Expectorant Tablets,Tablet,200mg,29.72,32.0,
ph0153,OTC009,Dextromethorphan,Syrup,100ml,50.63,118.0,
ph0153,OTC016,Pseudoephedrine,Tablet,30mg,130.98,127.0,
ph0154,OTC041,Steroid Respiratory,Tablet,5mg,149.44,139.0,
ph0154,OTC042,Oxygen Support,Cylinder,Portable,79.83,98.0,
ph0154,OTC007,Zinc Supplement,Tablet,50mg,79.63,43.0,
ph0154,OTC040,Antibiotic Respiratory,Tablet,500mg,142.33,149.0,
ph0154,OTC013,Aspirin,Tablet,325mg,74.01,81.0,
ph0154,OTC032,Salbutamol Inhaler,Inhaler,100mcg,40.12,110.0,
ph0154,OTC037,Bronchodilator,Tablet,4mg,16.81,92.0,
ph0154,OTC039,Chest Rub Balm,Balm,50g,79.29,187.0,
ph0154,OTC008,Chlorpheniramine,Tablet,4mg,104.15,93.0,
ph0154,OTC043,Nebulizer Solution,Solution,2.5ml,85.14,47.0,
ph0154,OTC026,Multivitamin,Tablet,Daily,70.33,87.0,
ph0155,OTC015,Acetaminophen,Tablet,325mg,80.6,160.0,
ph0155,OTC038,Steam Inhalation,Solution,100ml,49.16,179.0,
ph0155,OTC016,Pseudoephedrine,Tablet,30mg,105.26,50.0,
ph0155,OTC043,Nebulizer Solution,Solution,2.5ml,28.01,44.0,
ph0155,OTC002,Ibuprofen,Tablet,200mg,65.15,106.0,
ph0155,OTC041,Steroid Respiratory,Tablet,5mg,88.1,113.0,
ph0155,OTC039,Chest Rub Balm,Balm,50g,115.7,70.0,
ph0155,OTC032,Salbutamol Inhaler,Inhaler,100mcg,94.34,122.0,
ph0155,OTC031,Ambroxol,Tablet,30mg,80.01,31.0,
ph0155,OTC008,Chlorpheniramine,Tablet,4mg,15.45,105.0,
ph0155,OTC040,Antibiotic Respiratory,Tablet,500mg,122.56,152.0,
ph0155,OTC035,Antihistamine Syrup,Syrup,100ml,73.98,175.0,
ph0155,OTC011,Loratadine,Tablet,10mg,135.04,55.0,
ph0155,OTC003,Cetirizine,Tablet,10mg,55.92,176.0,
ph0155,OTC042,Oxygen Support,Cylinder,Portable,54.59,120.0,
ph0156,OTC037,Bronchodilator,Tablet,4mg,56.37,48.0,
ph0156,OTC040,Antibiotic Respiratory,Tablet,500mg,147.19,169.0,
ph0156,OTC011,Loratadine,Tablet,10mg,53.07,196.0,
ph0156,OTC032,Salbutamol Inhaler,Inhaler,100mcg,98.1,172.0,
ph0156,OTC013,Aspirin,Tablet,325mg,76.44,187.0,
ph0156,OTC030,Saline Nasal Spray,Spray,30ml,119.61,168.0,
ph0156,OTC038,Steam Inhalation,Solution,100ml,90.87,33.0,
ph0156,OTC031,Ambroxol,Tablet,30mg,91.69,63.0,
ph0156,OTC026,Multivitamin,Tablet,Daily,83.39,178.0,
ph0156,OTC042,Oxygen Support,Cylinder,Portable,118.44,117.0,
ph0156,OTC041,Steroid Respiratory,Tablet,5mg,30.69,194.0,
ph0156,OTC035,Antihistamine Syrup,Syrup,100ml,43.91,166.0,
ph0156,OTC001,Paracetamol,Tablet,500mg,142.75,48.0,
ph0156,OTC015,Acetaminophen,Tablet,325mg,36.71,132.0,
ph0157,OTC017,Phenylephrine,Tablet,10mg,39.03,103.0,
ph0157,OTC006,Vitamin C,Tablet,500mg,149.74,142.0,
ph0157,OTC043,Nebulizer Solution,Solution,2.5ml,83.57,100.0,
ph0157,OTC036,Expectorant Tablets,Tablet,200mg,143.94,137.0,
ph0157,OTC008,Chlorpheniramine,Tablet,4mg,137.7,107.0,
ph0157,OTC041,Steroid Respiratory,Tablet,5mg,86.48,193.0,
ph0157,OTC030,Saline Nasal Spray,Spray,30ml,118.08,194.0,
ph0157,OTC033,Budesonide Inhaler,Inhaler,200mcg,100.06,197.0,
ph0157,OTC026,Multivitamin,Tablet,Daily,47.01,143.0,
ph0157,OTC002,Ibuprofen,Tablet,200mg,36.92,83.0,
ph0157,OTC042,Oxygen Support,Cylinder,Portable,49.06,96.0,
ph0157,OTC037,Bronchodilator,Tablet,4mg,41.48,96.0,
ph0158,OTC036,Expectorant Tablets,Tablet,200mg,90.29,159.0,
ph0158,OTC008,Chlorpheniramine,Tablet,4mg,63.16,121.0,
ph0158,OTC043,Nebulizer Solution,Solution,2.5ml,124.57,57.0,
ph0158,OTC041,Steroid Respiratory,Tablet,5mg,50.66,93.0,
ph0158,OTC026,Multivitamin,Tablet,Daily,143.74,40.0,
ph0158,OTC013,Aspirin,Tablet,325mg,58.49,133.0,
ph0158,OTC039,Chest Rub Balm,Balm,50g,101.84,142.0,
ph0158,OTC015,Acetaminophen,Tablet,325mg,39.96,157.0,
ph0158,OTC031,Ambroxol,Tablet,30mg,47.96,163.0,
ph0158,OTC010,Guaifenesin,Syrup,100ml,107.46,55.0,
ph0158,OTC011,Loratadine,Tablet,10mg,25.29,170.0,
ph0158,OTC005,Cough Syrup,Syrup,100ml,43.5,32.0,
ph0159,OTC042,Oxygen Support,Cylinder,Portable,101.4,141.0,
ph0159,OTC030,Saline Nasal Spray,Spray,30ml,76.84,71.0,
ph0159,OTC009,Dextromethorphan,Syrup,100ml,115.83,93.0,
ph0159,OTC034,Mucolytic Syrup,Syrup,100ml,54.96,185.0,
ph0159,OTC041,Steroid Respiratory,Tablet,5mg,18.28,42.0,
ph0159,OTC002,Ibuprofen,Tablet,200mg,101.32,79.0,
ph0159,OTC005,Cough Syrup,Syrup,100ml,84.92,29.0,
ph0159,OTC017,Phenylephrine,Tablet,10mg,137.85,64.0,
ph0159,OTC013,Aspirin,Tablet,325mg,68.5,65.0,
ph0159,OTC026,Multivitamin,Tablet,Daily,140.75,29.0,
ph0159,OTC037,Bronchodilator,Tablet,4mg,149.6,121.0,
ph0159,OTC006,Vitamin C,Tablet,500mg,120.31,67.0,
ph0159,OTC001,Paracetamol,Tablet,500mg,141.13,94.0,
ph0159,OTC007,Zinc Supplement,Tablet,50mg,132.74,22.0,
ph0159,OTC036,Expectorant Tablets,Tablet,200mg,51.77,174.0,
ph0160,OTC043,Nebulizer Solution,Solution,2.5ml,75.52,69.0,
ph0160,OTC013,Aspirin,Tablet,325mg,123.23,104.0,
ph0160,OTC011,Loratadine,Tablet,10mg,32.75,137.0,
ph0160,OTC023,Throat Lozenges,Lozenge,24 count,100.76,67.0,
ph0160,OTC034,Mucolytic Syrup,Syrup,100ml,11.97,106.0,
ph0160,OTC031,Ambroxol,Tablet,30mg,120.71,165.0,
ph0160,OTC030,Saline Nasal Spray,Spray,30ml,104.42,69.0,
ph0160,OTC026,Multivitamin,Tablet,Daily,34.57,183.0,
ph0160,OTC006,Vitamin C,Tablet,500mg,135.59,129.0,
ph0160,OTC037,Bronchodilator,Tablet,4mg,82.14,42.0,
ph0161,OTC035,Antihistamine Syrup,Syrup,100ml,143.56,97.0,
ph0161,OTC005,Cough Syrup,Syrup,100ml,91.54,166.0,
ph0161,OTC007,Zinc Supplement,Tablet,50mg,11.6,187.0,
ph0161,OTC006,Vitamin C,Tablet,500mg,60.34,80.0,
ph0161,OTC026,Multivitamin,Tablet,Daily,18.7,50.0,
ph0161,OTC013,Aspirin,Tablet,325mg,75.16,60.0,
ph0161,OTC009,Dextromethorphan,Syrup,100ml,66.76,148.0,
ph0161,OTC001,Paracetamol,Tablet,500mg,139.23,200.0,
ph0161,OTC010,Guaifenesin,Syrup,100ml,117.78,196.0,
ph0161,OTC016,Pseudoephedrine,Tablet,30mg,26.44,95.0,
ph0161,OTC037,Bronchodilator,Tablet,4mg,61.46,76.0,
ph0161,OTC023,Throat Lozenges,Lozenge,24 count,40.68,54.0,
ph0161,OTC043,Nebulizer Solution,Solution,2.5ml,76.95,136.0,
ph0162,OTC033,Budesonide Inhaler,Inhaler,200mcg,20.93,164.0,
ph0162,OTC015,Acetaminophen,Tablet,325mg,25.71,160.0,
ph0162,OTC017,Phenylephrine,Tablet,10mg,136.4,71.0,
ph0162,OTC036,Expectorant Tablets,Tablet,200mg,90.18,58.0,
ph0162,OTC031,Ambroxol,Tablet,30mg,33.04,153.0,
ph0162,OTC026,Multivitamin,Tablet,Daily,71.86,194.0,
ph0162,OTC039,Chest Rub Balm,Balm,50g,38.76,169.0,
ph0162,OTC035,Antihistamine Syrup,Syrup,100ml,78.44,150.0,
ph0162,OTC008,Chlorpheniramine,Tablet,4mg,72.37,34.0,
ph0162,OTC009,Dextromethorphan,Syrup,100ml,73.48,151.0,
ph0162,OTC043,Nebulizer Solution,Solution,2.5ml,68.16,164.0,
ph0162,OTC003,Cetirizine,Tablet,10mg,18.08,138.0,
ph0162,OTC030,Saline Nasal Spray,Spray,30ml,104.19,98.0,
ph0162,OTC023,Throat Lozenges,Lozenge,24 count,111.26,121.0,
ph0162,OTC042,Oxygen Support,Cylinder,Portable,45.62,20.0,
ph0163,OTC008,Chlorpheniramine,Tablet,4mg,35.2,54.0,
ph0163,OTC032,Salbutamol Inhaler,Inhaler,100mcg,117.22,185.0,
ph0163,OTC003,Cetirizine,Tablet,10mg,144.93,115.0,
ph0163,OTC002,Ibuprofen,Tablet,200mg,149.0,117.0,
ph0163,OTC017,Phenylephrine,Tablet,10mg,72.8,116.0,
ph0163,OTC015,Acetaminophen,Tablet,325mg,62.59,194.0,
ph0163,OTC036,Expectorant Tablets,Tablet,200mg,144.98,158.0,
ph0163,OTC041,Steroid Respiratory,Tablet,5mg,28.62,109.0,
ph0163,OTC031,Ambroxol,Tablet,30mg,26.61,157.0,
ph0163,OTC040,Antibiotic Respiratory,Tablet,500mg,65.03,52.0,
ph0163,OTC037,Bronchodilator,Tablet,4mg,111.9,77.0,
ph0163,OTC026,Multivitamin,Tablet,Daily,126.88,25.0,
ph0163,OTC034,Mucolytic Syrup,Syrup,100ml,146.99,138.0,
ph0163,OTC011,Loratadine,Tablet,10mg,104.29,159.0,
ph0163,OTC039,Chest Rub Balm,Balm,50g,69.38,117.0,
ph0164,OTC009,Dextromethorphan,Syrup,100ml,117.25,24.0,
ph0164,OTC023,Throat Lozenges,Lozenge,24 count,43.69,37.0,
ph0164,OTC015,Acetaminophen,Tablet,325mg,24.13,28.0,
ph0164,OTC006,Vitamin C,Tablet,500mg,72.5,192.0,
ph0164,OTC010,Guaifenesin,Syrup,100ml,108.46,32.0,
ph0164,OTC008,Chlorpheniramine,Tablet,4mg,44.26,31.0,
ph0164,OTC037,Bronchodilator,Tablet,4mg,66.32,79.0,
ph0164,OTC005,Cough Syrup,Syrup,100ml,85.57,34.0,
ph0164,OTC002,Ibuprofen,Tablet,200mg,29.62,94.0,
ph0164,OTC017,Phenylephrine,Tablet,10mg,42.78,167.0,
ph0164,OTC033,Budesonide Inhaler,Inhaler,200mcg,54.65,173.0,
ph0165,OTC040,Antibiotic Respiratory,Tablet,500mg,87.82,32.0,
ph0165,OTC013,Aspirin,Tablet,325mg,146.12,184.0,
ph0165,OTC009,Dextromethorphan,Syrup,100ml,103.99,154.0,
ph0165,OTC011,Loratadine,Tablet,10mg,54.62,126.0,
ph0165,OTC006,Vitamin C,Tablet,500mg,67.16,96.0,
ph0165,OTC035,Antihistamine Syrup,Syrup,100ml,62.7,157.0,
ph0165,OTC030,Saline Nasal Spray,Spray,30ml,76.29,77.0,
ph0165,OTC041,Steroid Respiratory,Tablet,5mg,52.1,56.0,
ph0165,OTC017,Phenylephrine,Tablet,10mg,122.81,34.0,
ph0165,OTC043,Nebulizer Solution,Solution,2.5ml,88.73,126.0,
ph0165,OTC010,Guaifenesin,Syrup,100ml,88.02,54.0,
ph0165,OTC002,Ibuprofen,Tablet,200mg,64.38,85.0,
ph0165,OTC031,Ambroxol,Tablet,30mg,38.47,185.0,
ph0165,OTC007,Zinc Supplement,Tablet,50mg,21.07,135.0,
ph0165,OTC038,Steam Inhalation,Solution,100ml,128.6,43.0,
ph0166,OTC037,Bronchodilator,Tablet,4mg,77.12,105.0,
ph0166,OTC040,Antibiotic Respiratory,Tablet,500mg,52.45,23.0,
ph0166,OTC008,Chlorpheniramine,Tablet,4mg,39.65,68.0,
ph0166,OTC002,Ibuprofen,Tablet,200mg,144.69,50.0,
ph0166,OTC010,Guaifenesin,Syrup,100ml,114.56,142.0,
ph0166,OTC016,Pseudoephedrine,Tablet,30mg,138.02,198.0,
ph0166,OTC035,Antihistamine Syrup,Syrup,100ml,94.62,72.0,
ph0166,OTC033,Budesonide Inhaler,Inhaler,200mcg,65.53,81.0,
ph0166,OTC036,Expectorant Tablets,Tablet,200mg,87.29,92.0,
ph0166,OTC042,Oxygen Support,Cylinder,Portable,63.29,156.0,
ph0166,OTC003,Cetirizine,Tablet,10mg,100.82,98.0,
ph0166,OTC041,Steroid Respiratory,Tablet,5mg,46.62,151.0,
ph0166,OTC031,Ambroxol,Tablet,30mg,133.59,139.0,
ph0166,OTC032,Salbutamol Inhaler,Inhaler,100mcg,23.81,140.0,
ph0167,OTC043,Nebulizer Solution,Solution,2.5ml,140.87,168.0,
ph0167,OTC008,Chlorpheniramine,Tablet,4mg,110.8,95.0,
ph0167,OTC015,Acetaminophen,Tablet,325mg,31.34,104.0,
ph0167,OTC013,Aspirin,Tablet,325mg,42.2,165.0,
ph0167,OTC017,Phenylephrine,Tablet,10mg,126.67,147.0,
ph0167,OTC002,Ibuprofen,Tablet,200mg,87.09,195.0,
ph0167,OTC032,Salbutamol Inhaler,Inhaler,100mcg,57.26,145.0,
ph0167,OTC009,Dextromethorphan,Syrup,100ml,145.31,184.0,
ph0167,OTC006,Vitamin C,Tablet,500mg,113.54,137.0,
ph0167,OTC001,Paracetamol,Tablet,500mg,33.55,110.0,
ph0167,OTC010,Guaifenesin,Syrup,100ml,33.7,159.0,
ph0167,OTC031,Ambroxol,Tablet,30mg,78.36,158.0,
ph0168,OTC002,Ibuprofen,Tablet,200mg,80.8,115.0,
ph0168,OTC030,Saline Nasal Spray,Spray,30ml,18.46,183.0,
ph0168,OTC043,Nebulizer Solution,Solution,2.5ml,103.35,177.0,
ph0168,OTC040,Antibiotic Respiratory,Tablet,500mg,137.79,188.0,
ph0168,OTC003,Cetirizine,Tablet,10mg,78.3,21.0,
ph0168,OTC035,Antihistamine Syrup,Syrup,100ml,84.51,125.0,
ph0168,OTC041,Steroid Respiratory,Tablet,5mg,11.66,155.0,
ph0168,OTC001,Paracetamol,Tablet,500mg,111.11,157.0,
ph0168,OTC017,Phenylephrine,Tablet,10mg,146.85,24.0,
ph0168,OTC006,Vitamin C,Tablet,500mg,80.31,198.0,
ph0168,OTC009,Dextromethorphan,Syrup,100ml,104.36,65.0,
ph0168,OTC039,Chest Rub Balm,Balm,50g,24.98,44.0,
ph0168,OTC034,Mucolytic Syrup,Syrup,100ml,83.41,81.0,
ph0168,OTC036,Expectorant Tablets,Tablet,200mg,36.87,154.0,
ph0168,OTC008,Chlorpheniramine,Tablet,4mg,45.34,110.0,
ph0169,OTC039,Chest Rub Balm,Balm,50g,23.09,117.0,
ph0169,OTC016,Pseudoephedrine,Tablet,30mg,62.8,141.0,
ph0169,OTC003,Cetirizine,Tablet,10mg,17.86,22.0,
ph0169,OTC015,Acetaminophen,Tablet,325mg,108.4,41.0,
