pharmacy_id,sku,drug_name,form,strength,price,qty
ph0397,OTC035,Antihistamine Syrup,Syrup,100ml,79.5,179
ph0397,OTC036,Expectorant Tablets,Tablet,200mg,139.81,45
ph0397,OTC042,Oxygen Support,Cylinder,Portable,98.69,148
ph0397,OTC017,Phenylephrine,Tablet,10mg,91.37,28
ph0397,OTC034,Mucolytic Syrup,Syrup,100ml,103.48,127
ph0397,OTC043,Nebulizer Solution,Solution,2.5ml,39.66,136
ph0397,OTC033,Budesonide Inhaler,Inhaler,200mcg,87.22,49
ph0397,OTC005,Cough Syrup,Syrup,100ml,37.38,140
ph0397,OTC003,Cetirizine,Tablet,10mg,143.08,109
ph0397,OTC037,Bronchodilator,Tablet,4mg,145.47,138
ph0397,OTC039,Chest Rub Balm,Balm,50g,67.81,185
ph0398,OTC039,Chest Rub Balm,Balm,50g,14.57,26
ph0398,OTC037,Bronchodilator,Tablet,4mg,31.47,115
ph0398,OTC016,Pseudoephedrine,Tablet,30mg,127.71,152
ph0398,OTC001,Paracetamol,Tablet,500mg,124.8,173
ph0398,OTC015,Acetaminophen,Tablet,325mg,54.45,63
ph0398,OTC009,Dextromethorphan,Syrup,100ml,144.28,130
ph0398,OTC030,Saline Nasal Spray,Spray,30ml,43.86,120
ph0398,OTC011,Loratadine,Tablet,10mg,36.97,184
ph0398,OTC010,Guaifenesin,Syrup,100ml,65.06,33
ph0398,OTC035,Antihistamine Syrup,Syrup,100ml,122.19,167
ph0398,OTC036,Expectorant Tablets,Tablet,200mg,70.07,182
ph0398,OTC017,Phenylephrine,Tablet,10mg,64.66,64
ph0398,OTC038,Steam Inhalation,Solution,100ml,66.44,101
ph0398,OTC040,Antibiotic Respiratory,Tablet,500mg,82.42,131
ph0398,OTC032,Salbutamol Inhaler,Inhaler,100mcg,42.34,52
ph0399,OTC005,Cough Syrup,Syrup,100ml,13.59,22
ph0399,OTC034,Mucolytic Syrup,Syrup,100ml,98.05,171
ph0399,OTC032,Salbutamol Inhaler,Inhaler,100mcg,31.43,178
ph0399,OTC039,Chest Rub Balm,Balm,50g,109.06,40
ph0399,OTC016,Pseudoephedrine,Tablet,30mg,90.05,26
ph0399,OTC038,Steam Inhalation,Solution,100ml,113.93,53
ph0399,OTC042,Oxygen Support,Cylinder,Portable,147.68,182
ph0399,OTC010,Guaifenesin,Syrup,100ml,98.41,111
ph0399,OTC031,Ambroxol,Tablet,30mg,36.12,187
ph0399,OTC007,Zinc Supplement,Tablet,50mg,135.71,96
ph0399,OTC013,Aspirin,Tablet,325mg,37.14,82
ph0399,OTC008,Chlorpheniramine,Tablet,4mg,111.68,116
ph0399,OTC003,Cetirizine,Tablet,10mg,117.85,188
ph0399,OTC035,Antihistamine Syrup,Syrup,100ml,17.24,41
ph0400,OTC034,Mucolytic Syrup,Syrup,100ml,49.54,66
ph0400,OTC001,Paracetamol,Tablet,500mg,22.99,146
ph0400,OTC043,Nebulizer Solution,Solution,2.5ml,128.25,73
ph0400,OTC032,Salbutamol Inhaler,Inhaler,100mcg,64.71,145
ph0400,OTC005,Cough Syrup,Syrup,100ml,121.36,125
ph0400,OTC039,Chest Rub Balm,Balm,50g,20.3,180
ph0400,OTC023,Throat Lozenges,Lozenge,24 count,20.68,195
ph0400,OTC033,Budesonide Inhaler,Inhaler,200mcg,68.79,100
ph0400,OTC038,Steam Inhalation,Solution,100ml,98.7,135
ph0400,OTC035,Antihistamine Syrup,Syrup,100ml,123.2,66
ph0400,OTC006,Vitamin C,Tablet,500mg,51.83,65
ph0401,OTC032,Salbutamol Inhaler,Inhaler,100mcg,139.72,69
ph0401,OTC034,Mucolytic Syrup,Syrup,100ml,94.86,157
ph0401,OTC033,Budesonide Inhaler,Inhaler,200mcg,13.23,151
ph0401,OTC002,Ibuprofen,Tablet,200mg,116.53,75
ph0401,OTC005,Cough Syrup,Syrup,100ml,131.36,49
ph0401,OTC013,Aspirin,Tablet,325mg,135.8,27
ph0401,OTC015,Acetaminophen,Tablet,325mg,55.86,76
ph0401,OTC026,Multivitamin,Tablet,Daily,21.68,197
ph0401,OTC041,Steroid Respiratory,Tablet,5mg,141.58,88
ph0401,OTC035,Antihistamine Syrup,Syrup,100ml,48.31,71
ph0401,OTC031,Ambroxol,Tablet,30mg,143.45,109
ph0401,OTC001,Paracetamol,Tablet,500mg,109.13,186
ph0401,OTC007,Zinc Supplement,Tablet,50mg,51.2,146
ph0401,OTC030,Saline Nasal Spray,Spray,30ml,71.05,122
ph0401,OTC010,Guaifenesin,Syrup,100ml,139.13,84
ph0402,OTC008,Chlorpheniramine,Tablet,4mg,121.17,144
ph0402,OTC035,Antihistamine Syrup,Syrup,100ml,70.69,134
ph0402,OTC041,Steroid Respiratory,Tablet,5mg,69.32,89
ph0402,OTC036,Expectorant Tablets,Tablet,200mg,124.22,179
ph0402,OTC010,Guaifenesin,Syrup,100ml,25.06,118
ph0402,OTC016,Pseudoephedrine,Tablet,30mg,70.1,165
ph0402,OTC005,Cough Syrup,Syrup,100ml,59.41,181
ph0402,OTC032,Salbutamol Inhaler,Inhaler,100mcg,124.71,135
ph0402,OTC040,Antibiotic Respiratory,Tablet,500mg,33.41,28
ph0402,OTC011,Loratadine,Tablet,10mg,144.13,84
ph0402,OTC007,Zinc Supplement,Tablet,50mg,92.16,95
ph0403,OTC040,Antibiotic Respiratory,Tablet,500mg,20.17,188
ph0403,OTC042,Oxygen Support,Cylinder,Portable,62.03,57
ph0403,OTC034,Mucolytic Syrup,Syrup,100ml,119.13,51
ph0403,OTC030,Saline Nasal Spray,Spray,30ml,11.35,196
ph0403,OTC015,Acetaminophen,Tablet,325mg,11.53,104
ph0403,OTC016,Pseudoephedrine,Tablet,30mg,39.93,165
ph0403,OTC001,Paracetamol,Tablet,500mg,121.33,79
ph0403,OTC005,Cough Syrup,Syrup,100ml,88.63,118
ph0403,OTC007,Zinc Supplement,Tablet,50mg,49.71,74
ph0403,OTC013,Aspirin,Tablet,325mg,83.82,46
ph0403,OTC017,Phenylephrine,Tablet,10mg,88.53,175
ph0403,OTC035,Antihistamine Syrup,Syrup,100ml,142.48,191
ph0403,OTC039,Chest Rub Balm,Balm,50g,20.48,185
ph0403,OTC009,Dextromethorphan,Syrup,100ml,69.05,131
ph0404,OTC040,Antibiotic Respiratory,Tablet,500mg,73.39,173
ph0404,OTC013,Aspirin,Tablet,325mg,55.76,118
ph0404,OTC008,Chlorpheniramine,Tablet,4mg,43.1,25
ph0404,OTC041,Steroid Respiratory,Tablet,5mg,49.91,184
ph0404,OTC002,Ibuprofen,Tablet,200mg,119.66,167
ph0404,OTC026,Multivitamin,Tablet,Daily,148.31,138
ph0404,OTC038,Steam Inhalation,Solution,100ml,49.81,123
ph0404,OTC039,Chest Rub Balm,Balm,50g,15.18,156
ph0404,OTC010,Guaifenesin,Syrup,100ml,138.52,30
ph0404,OTC017,Phenylephrine,Tablet,10mg,57.23,24
ph0404,OTC005,Cough Syrup,Syrup,100ml,19.72,44
ph0404,OTC033,Budesonide Inhaler,Inhaler,200mcg,126.18,126
ph0405,OTC011,Loratadine,Tablet,10mg,79.07,184
ph0405,OTC010,Guaifenesin,Syrup,100ml,145.4,51
ph0405,OTC013,Aspirin,Tablet,325mg,128.03,178
ph0405,OTC038,Steam Inhalation,Solution,100ml,24.38,77
ph0405,OTC015,Acetaminophen,Tablet,325mg,16.7,22
ph0405,OTC016,Pseudoephedrine,Tablet,30mg,29.42,102
ph0405,OTC003,Cetirizine,Tablet,10mg,130.59,131
ph0405,OTC031,Ambroxol,Tablet,30mg,41.69,42
ph0405,OTC041,Steroid Respiratory,Tablet,5mg,36.76,114
ph0405,OTC026,Multivitamin,Tablet,Daily,124.26,157
ph0405,OTC033,Budesonide Inhaler,Inhaler,200mcg,148.54,196
ph0405,OTC002,Ibuprofen,Tablet,200mg,131.52,86
ph0405,OTC040,Antibiotic Respiratory,Tablet,500mg,133.66,31
ph0405,OTC043,Nebulizer Solution,Solution,2.5ml,25.51,97
ph0405,OTC023,Throat Lozenges,Lozenge,24 count,20.51,104
ph0406,OTC033,Budesonide Inhaler,Inhaler,200mcg,99.17,191
ph0406,OTC039,Chest Rub Balm,Balm,50g,27.13,155
ph0406,OTC042,Oxygen Support,Cylinder,Portable,43.67,142
ph0406,OTC016,Pseudoephedrine,Tablet,30mg,102.58,91
ph0406,OTC010,Guaifenesin,Syrup,100ml,55.07,143
ph0406,OTC036,Expectorant Tablets,Tablet,200mg,41.62,87
ph0406,OTC007,Zinc Supplement,Tablet,50mg,117.27,41
ph0406,OTC006,Vitamin C,Tablet,500mg,59.42,82
ph0406,OTC032,Salbutamol Inhaler,Inhaler,100mcg,102.33,72
ph0406,OTC023,Throat Lozenges,Lozenge,24 count,107.3,39
ph0406,OTC005,Cough Syrup,Syrup,100ml,146.05,35
ph0406,OTC038,Steam Inhalation,Solution,100ml,39.75,191
ph0406,OTC013,Aspirin,Tablet,325mg,40.26,118
ph0406,OTC035,Antihistamine Syrup,Syrup,100ml,36.31,46
ph0406,OTC017,Phenylephrine,Tablet,10mg,57.66,171
ph0407,OTC030,Saline Nasal Spray,Spray,30ml,63.98,135
ph0407,OTC041,Steroid Respiratory,Tablet,5mg,131.5,151
ph0407,OTC013,Aspirin,Tablet,325mg,38.42,122
ph0407,OTC038,Steam Inhalation,Solution,100ml,36.31,91
ph0407,OTC011,Loratadine,Tablet,10mg,69.23,195
ph0407,OTC036,Expectorant Tablets,Tablet,200mg,53.0,167
ph0407,OTC023,Throat Lozenges,Lozenge,24 count,100.77,57
ph0407,OTC034,Mucolytic Syrup,Syrup,100ml,74.53,47
ph0407,OTC006,Vitamin C,Tablet,500mg,114.3,81
ph0407,OTC043,Nebulizer Solution,Solution,2.5ml,12.32,137
ph0407,OTC005,Cough Syrup,Syrup,100ml,36.18,27
ph0407,OTC035,Antihistamine Syrup,Syrup,100ml,76.67,155
ph0407,OTC009,Dextromethorphan,Syrup,100ml,73.37,87
ph0407,OTC015,Acetaminophen,Tablet,325mg,26.57,160
ph0408,OTC015,Acetaminophen,Tablet,325mg,71.79,114
ph0408,OTC017,Phenylephrine,Tablet,10mg,23.69,186
ph0408,OTC008,Chlorpheniramine,Tablet,4mg,63.55,128
ph0408,OTC006,Vitamin C,Tablet,500mg,37.15,68
ph0408,OTC016,Pseudoephedrine,Tablet,30mg,66.38,172
ph0408,OTC030,Saline Nasal Spray,Spray,30ml,48.63,175
ph0408,OTC042,Oxygen Support,Cylinder,Portable,79.11,130
ph0408,OTC038,Steam Inhalation,Solution,100ml,25.29,32
ph0408,OTC013,Aspirin,Tablet,325mg,100.49,48
ph0408,OTC002,Ibuprofen,Tablet,200mg,40.74,33
ph0409,OTC032,Salbutamol Inhaler,Inhaler,100mcg,64.87,45
ph0409,OTC010,Guaifenesin,Syrup,100ml,40.78,197
ph0409,OTC009,Dextromethorphan,Syrup,100ml,47.56,72
ph0409,OTC003,Cetirizine,Tablet,10mg,33.94,72
ph0409,OTC031,Ambroxol,Tablet,30mg,58.67,93
ph0409,OTC005,Cough Syrup,Syrup,100ml,108.82,93
ph0409,OTC042,Oxygen Support,Cylinder,Portable,112.74,44
ph0409,OTC041,Steroid Respiratory,Tablet,5mg,35.91,199
ph0409,OTC033,Budesonide Inhaler,Inhaler,200mcg,97.1,98
ph0409,OTC016,Pseudoephedrine,Tablet,30mg,129.36,196
ph0410,OTC007,Zinc Supplement,Tablet,50mg,69.91,25
ph0410,OTC013,Aspirin,Tablet,325mg,34.85,87
ph0410,OTC035,Antihistamine Syrup,Syrup,100ml,133.38,63
ph0410,OTC003,Cetirizine,Tablet,10mg,105.09,22
ph0410,OTC043,Nebulizer Solution,Solution,2.5ml,93.16,141
ph0410,OTC039,Chest Rub Balm,Balm,50g,91.64,145
ph0410,OTC042,Oxygen Support,Cylinder,Portable,132.25,140
ph0410,OTC023,Throat Lozenges,Lozenge,24 count,25.31,24
ph0410,OTC006,Vitamin C,Tablet,500mg,89.42,94
ph0410,OTC001,Paracetamol,Tablet,500mg,126.95,154
ph0410,OTC026,Multivitamin,Tablet,Daily,80.44,57
ph0411,OTC005,Cough Syrup,Syrup,100ml,102.88,84
ph0411,OTC011,Loratadine,Tablet,10mg,61.0,23
ph0411,OTC039,Chest Rub Balm,Balm,50g,125.88,97
ph0411,OTC037,Bronchodilator,Tablet,4mg,109.42,152
ph0411,OTC013,Aspirin,Tablet,325mg,118.43,172
ph0411,OTC023,Throat Lozenges,Lozenge,24 count,77.81,89
ph0411,OTC026,Multivitamin,Tablet,Daily,106.01,183
ph0411,OTC015,Acetaminophen,Tablet,325mg,12.9,125
ph0411,OTC031,Ambroxol,Tablet,30mg,129.88,188
ph0411,OTC010,Guaifenesin,Syrup,100ml,149.17,111
ph0412,OTC001,Paracetamol,Tablet,500mg,132.8,193
ph0412,OTC009,Dextromethorphan,Syrup,100ml,86.29,135
ph0412,OTC032,Salbutamol Inhaler,Inhaler,100mcg,148.23,154
ph0412,OTC037,Bronchodilator,Tablet,4mg,34.49,193
ph0412,OTC036,Expectorant Tablets,Tablet,200mg,58.84,104
ph0412,OTC017,Phenylephrine,Tablet,10mg,64.74,126
ph0412,OTC015,Acetaminophen,Tablet,325mg,142.34,90
ph0412,OTC008,Chlorpheniramine,Tablet,4mg,53.31,30
ph0412,OTC003,Cetirizine,Tablet,10mg,91.13,199
ph0412,OTC039,Chest Rub Balm,Balm,50g,58.06,176
ph0412,OTC016,Pseudoephedrine,Tablet,30mg,27.21,136
ph0412,OTC005,Cough Syrup,Syrup,100ml,89.33,108
ph0412,OTC010,Guaifenesin,Syrup,100ml,50.38,22
ph0413,OTC043,Nebulizer Solution,Solution,2.5ml,50.36,95
ph0413,OTC035,Antihistamine Syrup,Syrup,100ml,12.18,30
ph0413,OTC006,Vitamin C,Tablet,500mg,40.43,171
ph0413,OTC023,Throat Lozenges,Lozenge,24 count,27.28,145
ph0413,OTC042,Oxygen Support,Cylinder,Portable,52.82,130
ph0413,OTC041,Steroid Respiratory,Tablet,5mg,59.32,20
ph0413,OTC030,Saline Nasal Spray,Spray,30ml,16.99,55
ph0413,OTC011,Loratadine,Tablet,10mg,59.03,92
ph0413,OTC033,Budesonide Inhaler,Inhaler,200mcg,119.94,148
ph0413,OTC031,Ambroxol,Tablet,30mg,103.15,163
ph0413,OTC007,Zinc Supplement,Tablet,50mg,31.71,42
ph0413,OTC036,Expectorant Tablets,Tablet,200mg,109.85,56
ph0413,OTC026,Multivitamin,Tablet,Daily,149.43,70
ph0414,OTC032,Salbutamol Inhaler,Inhaler,100mcg,145.37,45
ph0414,OTC003,Cetirizine,Tablet,10mg,135.02,97
ph0414,OTC011,Loratadine,Tablet,10mg,93.59,64
ph0414,OTC009,Dextromethorphan,Syrup,100ml,88.95,193
ph0414,OTC002,Ibuprofen,Tablet,200mg,132.63,168
ph0414,OTC026,Multivitamin,Tablet,Daily,29.48,71
ph0414,OTC015,Acetaminophen,Tablet,325mg,45.0,126
ph0414,OTC040,Antibiotic Respiratory,Tablet,500mg,87.6,97
ph0414,OTC035,Antihistamine Syrup,Syrup,100ml,52.7,96
ph0414,OTC034,Mucolytic Syrup,Syrup,100ml,89.33,180
ph0414,OTC016,Pseudoephedrine,Tablet,30mg,74.56,66
ph0414,OTC017,Phenylephrine,Tablet,10mg,62.64,131
ph0414,OTC033,Budesonide Inhaler,Inhaler,200mcg,23.45,154
ph0415,OTC036,Expectorant Tablets,Tablet,200mg,13.87,163
ph0415,OTC013,Aspirin,Tablet,325mg,13.7,127
ph0415,OTC030,Saline Nasal Spray,Spray,30ml,22.38,55
ph0415,OTC035,Antihistamine Syrup,Syrup,100ml,96.13,97
ph0415,OTC043,Nebulizer Solution,Solution,2.5ml,120.13,168
ph0415,OTC015,Acetaminophen,Tablet,325mg,81.71,52
ph0415,OTC023,Throat Lozenges,Lozenge,24 count,96.92,164
ph0415,OTC038,Steam Inhalation,Solution,100ml,132.89,33
ph0415,OTC017,Phenylephrine,Tablet,10mg,115.75,120
ph0415,OTC037,Bronchodilator,Tablet,4mg,27.63,191
ph0415,OTC040,Antibiotic Respiratory,Tablet,500mg,10.83,152
ph0415,OTC033,Budesonide Inhaler,Inhaler,200mcg,74.43,33
ph0415,OTC034,Mucolytic Syrup,Syrup,100ml,21.85,89
ph0416,OTC005,Cough Syrup,Syrup,100ml,82.28,163
ph0416,OTC013,Aspirin,Tablet,325mg,113.66,146
ph0416,OTC033,Budesonide Inhaler,Inhaler,200mcg,29.1,192
ph0416,OTC043,Nebulizer Solution,Solution,2.5ml,99.55,59
ph0416,OTC011,Loratadine,Tablet,10mg,52.12,99
ph0416,OTC032,Salbutamol Inhaler,Inhaler,100mcg,110.68,21
ph0416,OTC026,Multivitamin,Tablet,Daily,122.79,179
ph0416,OTC036,Expectorant Tablets,Tablet,200mg,106.29,49
ph0416,OTC042,Oxygen Support,Cylinder,Portable,19.4,59
ph0416,OTC002,Ibuprofen,Tablet,200mg,94.53,50
ph0416,OTC040,Antibiotic Respiratory,Tablet,500mg,82.78,83
ph0416,OTC038,Steam Inhalation,Solution,100ml,38.6,141
ph0416,OTC030,Saline Nasal Spray,Spray,30ml,13.45,149
ph0416,OTC034,Mucolytic Syrup,Syrup,100ml,72.13,34
ph0416,OTC008,Chlorpheniramine,Tablet,4mg,139.65,96
ph0417,OTC026,Multivitamin,Tablet,Daily,99.07,67
ph0417,OTC007,Zinc Supplement,Tablet,50mg,29.84,188
ph0417,OTC040,Antibiotic Respiratory,Tablet,500mg,43.7,150
ph0417,OTC009,Dextromethorphan,Syrup,100ml,113.83,159
ph0417,OTC031,Ambroxol,Tablet,30mg,38.05,142
ph0417,OTC010,Guaifenesin,Syrup,100ml,50.61,190
ph0417,OTC033,Budesonide Inhaler,Inhaler,200mcg,24.0,170
ph0417,OTC035,Antihistamine Syrup,Syrup,100ml,79.01,190
ph0417,OTC023,Throat Lozenges,Lozenge,24 count,48.53,118
ph0417,OTC037,Bronchodilator,Tablet,4mg,107.67,47
ph0417,OTC005,Cough Syrup,Syrup,100ml,74.95,128
ph0417,OTC017,Phenylephrine,Tablet,10mg,30.74,92
ph0417,OTC006,Vitamin C,Tablet,500mg,73.99,164
ph0418,OTC001,Paracetamol,Tablet,500mg,133.54,137
ph0418,OTC032,Salbutamol Inhaler,Inhaler,100mcg,48.77,60
ph0418,OTC011,Loratadine,Tablet,10mg,60.08,148
ph0418,OTC002,Ibuprofen,Tablet,200mg,39.51,200
ph0418,OTC034,Mucolytic Syrup,Syrup,100ml,83.51,151
ph0418,OTC039,Chest Rub Balm,Balm,50g,18.79,187
ph0418,OTC035,Antihistamine Syrup,Syrup,100ml,31.2,187
ph0418,OTC033,Budesonide Inhaler,Inhaler,200mcg,110.69,106
ph0418,OTC023,Throat Lozenges,Lozenge,24 count,74.33,55
ph0418,OTC040,Antibiotic Respiratory,Tablet,500mg,48.97,188
ph0418,OTC015,Acetaminophen,Tablet,325mg,52.41,120
ph0418,OTC006,Vitamin C,Tablet,500mg,19.55,185
ph0418,OTC037,Bronchodilator,Tablet,4mg,77.72,140
ph0419,OTC035,Antihistamine Syrup,Syrup,100ml,19.46,27
ph0419,OTC007,Zinc Supplement,Tablet,50mg,129.28,60
ph0419,OTC032,Salbutamol Inhaler,Inhaler,100mcg,42.44,190
ph0419,OTC036,Expectorant Tablets,Tablet,200mg,24.87,193
ph0419,OTC030,Saline Nasal Spray,Spray,30ml,76.7,79
ph0419,OTC038,Steam Inhalation,Solution,100ml,147.39,80
ph0419,OTC043,Nebulizer Solution,Solution,2.5ml,24.76,64
ph0419,OTC039,Chest Rub Balm,Balm,50g,111.94,118
ph0419,OTC010,Guaifenesin,Syrup,100ml,115.81,127
ph0419,OTC006,Vitamin C,Tablet,500mg,139.13,35
ph0419,OTC013,Aspirin,Tablet,325mg,95.67,49
ph0419,OTC041,Steroid Respiratory,Tablet,5mg,15.24,38
ph0419,OTC015,Acetaminophen,Tablet,325mg,71.81,115
ph0419,OTC016,Pseudoephedrine,Tablet,30mg,94.91,27
ph0420,OTC013,Aspirin,Tablet,325mg,45.35,132
ph0420,OTC005,Cough Syrup,Syrup,100ml,105.04,77
ph0420,OTC036,Expectorant Tablets,Tablet,200mg,38.17,61
ph0420,OTC023,Throat Lozenges,Lozenge,24 count,70.77,155
ph0420,OTC016,Pseudoephedrine,Tablet,30mg,123.21,69
ph0420,OTC006,Vitamin C,Tablet,500mg,22.04,26
ph0420,OTC034,Mucolytic Syrup,Syrup,100ml,98.08,191
ph0420,OTC032,Salbutamol Inhaler,Inhaler,100mcg,23.47,28
ph0420,OTC031,Ambroxol,Tablet,30mg,123.4,21
ph0420,OTC008,Chlorpheniramine,Tablet,4mg,60.34,124
ph0420,OTC037,Bronchodilator,Tablet,4mg,89.56,38
ph0421,OTC007,Zinc Supplement,Tablet,50mg,59.29,178
ph0421,OTC035,Antihistamine Syrup,Syrup,100ml,135.97,55
ph0421,OTC037,Bronchodilator,Tablet,4mg,122.22,132
ph0421,OTC041,Steroid Respiratory,Tablet,5mg,69.85,116
ph0421,OTC034,Mucolytic Syrup,Syrup,100ml,132.36,165
ph0421,OTC030,Saline Nasal Spray,Spray,30ml,20.94,152
ph0421,OTC026,Multivitamin,Tablet,Daily,51.75,50
ph0421,OTC008,Chlorpheniramine,Tablet,4mg,79.82,33
ph0421,OTC036,Expectorant Tablets,Tablet,200mg,94.21,104
ph0421,OTC032,Salbutamol Inhaler,Inhaler,100mcg,13.16,94
ph0421,OTC040,Antibiotic Respiratory,Tablet,500mg,139.12,84
ph0421,OTC038,Steam Inhalation,Solution,100ml,64.66,111
ph0422,OTC041,Steroid Respiratory,Tablet,5mg,80.01,122
ph0422,OTC043,Nebulizer Solution,Solution,2.5ml,96.61,159
ph0422,OTC007,Zinc Supplement,Tablet,50mg,107.65,48
ph0422,OTC011,Loratadine,Tablet,10mg,91.59,87
ph0422,OTC003,Cetirizine,Tablet,10mg,101.45,28
ph0422,OTC031,Ambroxol,Tablet,30mg,57.33,86
ph0422,OTC032,Salbutamol Inhaler,Inhaler,100mcg,38.07,35
ph0422,OTC009,Dextromethorphan,Syrup,100ml,29.5,160
ph0422,OTC030,Saline Nasal Spray,Spray,30ml,124.35,104
ph0422,OTC033,Budesonide Inhaler,Inhaler,200mcg,139.38,189
ph0423,OTC009,Dextromethorphan,Syrup,100ml,142.99,173
ph0423,OTC026,Multivitamin,Tablet,Daily,113.5,40
ph0423,OTC003,Cetirizine,Tablet,10mg,134.25,142
ph0423,OTC039,Chest Rub Balm,Balm,50g,142.52,89
ph0423,OTC032,Salbutamol Inhaler,Inhaler,100mcg,111.27,46
ph0423,OTC033,Budesonide Inhaler,Inhaler,200mcg,14.98,149
ph0423,OTC036,Expectorant Tablets,Tablet,200mg,41.53,109
ph0423,OTC002,Ibuprofen,Tablet,200mg,70.41,97
ph0423,OTC015,Acetaminophen,Tablet,325mg,119.42,78
ph0423,OTC041,Steroid Respiratory,Tablet,5mg,13.0,34
ph0424,OTC038,Steam Inhalation,Solution,100ml,87.35,33
ph0424,OTC039,Chest Rub Balm,Balm,50g,64.2,116
ph0424,OTC042,Oxygen Support,Cylinder,Portable,107.36,130
ph0424,OTC008,Chlorpheniramine,Tablet,4mg,108.19,160
ph0424,OTC031,Ambroxol,Tablet,30mg,29.29,132
ph0424,OTC033,Budesonide Inhaler,Inhaler,200mcg,26.52,177
ph0424,OTC016,Pseudoephedrine,Tablet,30mg,147.55,114
ph0424,OTC035,Antihistamine Syrup,Syrup,100ml,59.25,107
ph0424,OTC036,Expectorant Tablets,Tablet,200mg,71.11,34
ph0424,OTC001,Paracetamol,Tablet,500mg,43.34,43
ph0425,OTC001,Paracetamol,Tablet,500mg,71.4,92
ph0425,OTC009,Dextromethorphan,Syrup,100ml,16.12,109
ph0425,OTC017,Phenylephrine,Tablet,10mg,94.34,82
ph0425,OTC037,Bronchodilator,Tablet,4mg,149.73,53
ph0425,OTC038,Steam Inhalation,Solution,100ml,94.86,142
ph0425,OTC031,Ambroxol,Tablet,30mg,102.06,188
ph0425,OTC032,Salbutamol Inhaler,Inhaler,100mcg,20.75,84
ph0425,OTC002,Ibuprofen,Tablet,200mg,141.37,72
ph0425,OTC043,Nebulizer Solution,Solution,2.5ml,79.29,111
ph0425,OTC042,Oxygen Support,Cylinder,Portable,135.67,76
ph0425,OTC036,Expectorant Tablets,Tablet,200mg,72.1,97
ph0425,OTC003,Cetirizine,Tablet,10mg,141.8,161
ph0425,OTC033,Budesonide Inhaler,Inhaler,200mcg,50.98,187
ph0425,OTC006,Vitamin C,Tablet,500mg,44.19,88
ph0426,OTC036,Expectorant Tablets,Tablet,200mg,38.5,55
ph0426,OTC031,Ambroxol,Tablet,30mg,127.8,153
ph0426,OTC030,Saline Nasal Spray,Spray,30ml,42.28,161
ph0426,OTC005,Cough Syrup,Syrup,100ml,39.51,115
ph0426,OTC002,Ibuprofen,Tablet,200mg,111.49,56
ph0426,OTC015,Acetaminophen,Tablet,325mg,15.02,80
ph0426,OTC017,Phenylephrine,Tablet,10mg,107.77,186
ph0426,OTC043,Nebulizer Solution,Solution,2.5ml,116.99,49
ph0426,OTC033,Budesonide Inhaler,Inhaler,200mcg,12.98,28
ph0426,OTC026,Multivitamin,Tablet,Daily,47.84,170
ph0426,OTC010,Guaifenesin,Syrup,100ml,63.78,41
ph0426,OTC003,Cetirizine,Tablet,10mg,18.36,176
ph0427,OTC026,Multivitamin,Tablet,Daily,17.32,98
ph0427,OTC001,Paracetamol,Tablet,500mg,14.38,109
ph0427,OTC041,Steroid Respiratory,Tablet,5mg,141.21,175
ph0427,OTC016,Pseudoephedrine,Tablet,30mg,115.63,106
ph0427,OTC040,Antibiotic Respiratory,Tablet,500mg,139.18,87
ph0427,OTC023,Throat Lozenges,Lozenge,24 count,123.43,171
ph0427,OTC002,Ibuprofen,Tablet,200mg,40.32,27
ph0427,OTC009,Dextromethorphan,Syrup,100ml,57.73,179
ph0427,OTC008,Chlorpheniramine,Tablet,4mg,70.77,129
ph0427,OTC039,Chest Rub Balm,Balm,50g,119.57,34
ph0427,OTC007,Zinc Supplement,Tablet,50mg,123.04,161
ph0427,OTC017,Phenylephrine,Tablet,10mg,64.34,193
ph0427,OTC031,Ambroxol,Tablet,30mg,50.24,156
ph0428,OTC017,Phenylephrine,Tablet,10mg,49.3,194
ph0428,OTC032,Salbutamol Inhaler,Inhaler,100mcg,143.14,41
ph0428,OTC037,Bronchodilator,Tablet,4mg,149.83,158
ph0428,OTC042,Oxygen Support,Cylinder,Portable,51.42,166
ph0428,OTC038,Steam Inhalation,Solution,100ml,65.24,177
ph0428,OTC030,Saline Nasal Spray,Spray,30ml,48.4,88
ph0428,OTC010,Guaifenesin,Syrup,100ml,102.29,187
ph0428,OTC007,Zinc Supplement,Tablet,50mg,123.44,175
ph0428,OTC016,Pseudoephedrine,Tablet,30mg,11.73,98
ph0428,OTC023,Throat Lozenges,Lozenge,24 count,89.58,102
ph0428,OTC009,Dextromethorphan,Syrup,100ml,127.04,65
ph0428,OTC006,Vitamin C,Tablet,500mg,72.13,24
ph0428,OTC001,Paracetamol,Tablet,500mg,71.59,139
ph0429,OTC015,Acetaminophen,Tablet,325mg,135.59,161
ph0429,OTC026,Multivitamin,Tablet,Daily,53.96,36
ph0429,OTC034,Mucolytic Syrup,Syrup,100ml,71.66,86
ph0429,OTC031,Ambroxol,Tablet,30mg,117.24,90
ph0429,OTC008,Chlorpheniramine,Tablet,4mg,46.34,146
ph0429,OTC017,Phenylephrine,Tablet,10mg,27.81,181
ph0429,OTC002,Ibuprofen,Tablet,200mg,34.43,178
ph0429,OTC032,Salbutamol Inhaler,Inhaler,100mcg,101.84,79
ph0429,OTC003,Cetirizine,Tablet,10mg,26.02,29
