pharmacy_id,sku,qty_available,price
ph51888,OTC023,62,85.56
ph51888,OTC017,20,207.17
ph51888,OTC003,126,75.42
ph51888,OTC026,90,236.76
ph51888,OTC040,96,46.41
ph51888,OTC010,29,145.86
ph51888,OTC041,52,190.26
ph51888,OTC007,21,125.78
ph51888,OTC039,41,50.0
ph49324,OTC037,100,189.74
ph49324,OTC006,98,135.29
ph49324,OTC016,58,116.86
ph49324,OTC032,68,183.62
ph49324,OTC036,95,176.38
ph49324,OTC023,26,69.07
ph49324,OTC015,62,63.63
ph49324,OTC009,44,195.84
ph49324,OTC043,100,46.46
ph49324,OTC011,35,98.36
ph49324,OTC030,29,55.04
ph49324,OTC040,31,22.76
ph49324,OTC013,79,66.46
ph49324,OTC026,41,76.89
ph49324,OTC033,21,53.5
ph49324,OTC003,94,41.31
ph49324,OTC001,63,32.1
ph49324,OTC041,23,193.19
ph49324,OTC010,98,73.74
ph49324,OTC031,97,111.04
ph38685,OTC013,68,238.1
ph38685,OTC037,81,169.6
ph38685,OTC039,57,81.97
ph38685,OTC023,51,72.11
ph38685,OTC035,30,34.41
ph38685,OTC038,48,143.71
ph38685,OTC015,99,57.51
ph38685,OTC001,189,76.34
ph38685,OTC026,98,213.55
ph38685,OTC010,46,164.73
ph38685,OTC007,30,181.1
ph38685,OTC040,10,173.91
ph38685,OTC017,58,161.64
ph38685,OTC009,18,121.08
ph38685,OTC042,15,248.48
ph38685,OTC036,68,20.78
ph38685,OTC016,43,138.77
ph38685,OTC034,18,137.05
ph38685,OTC043,51,233.6
ph38685,OTC032,17,96.98
ph38685,OTC030,10,80.35
ph38685,OTC002,112,170.5
ph38685,OTC033,28,111.54
ph86686,OTC005,96,185.22
ph86686,OTC016,52,214.85
ph86686,OTC015,31,56.69
ph86686,OTC032,12,217.39
ph86686,OTC010,49,68.32
ph86686,OTC034,28,226.08
ph86686,OTC031,16,234.08
ph86686,OTC040,51,78.06
ph86686,OTC013,14,248.01
ph86686,OTC011,28,16.04
ph86686,OTC026,85,114.67
ph86686,OTC042,26,125.15
ph86686,OTC039,16,230.19
ph86686,OTC008,81,99.04
ph86686,OTC017,51,22.24
ph86686,OTC007,53,33.71
ph86686,OTC030,44,247.64
ph86686,OTC003,87,151.38
ph86686,OTC006,71,151.69
ph86686,OTC037,40,18.0
ph86686,OTC033,40,165.94
ph35227,OTC001,130,133.83
ph35227,OTC039,60,96.75
ph35227,OTC007,74,200.28
ph35227,OTC030,54,108.72
ph35227,OTC015,25,104.59
ph35227,OTC002,63,226.4
ph35227,OTC036,61,126.62
ph35227,OTC006,59,167.89
ph35227,OTC038,45,213.84
ph35227,OTC041,59,168.17
ph35227,OTC008,57,129.57
ph35227,OTC043,35,88.9
ph35227,OTC032,71,171.41
ph35227,OTC035,44,108.51
ph35227,OTC009,31,94.08
ph35227,OTC031,25,187.12
ph35227,OTC040,10,144.26
ph35227,OTC017,84,114.95
ph35227,OTC013,91,247.23
ph35227,OTC003,177,238.67
ph35227,OTC010,61,241.38
ph35227,OTC011,50,123.84
ph35227,OTC034,62,31.23
ph78725,OTC035,17,144.7
ph78725,OTC030,16,102.18
ph78725,OTC039,88,42.15
ph78725,OTC016,72,227.37
ph78725,OTC037,71,64.54
ph78725,OTC038,76,87.3
ph78725,OTC033,84,157.05
ph78725,OTC006,84,235.46
ph78725,OTC005,80,164.99
ph78725,OTC042,49,26.62
ph78725,OTC034,46,82.16
ph78725,OTC031,51,112.37
ph78725,OTC023,57,219.76
ph78725,OTC015,32,232.44
ph78725,OTC041,70,104.32
ph78725,OTC002,197,249.21
ph78725,OTC013,38,207.14
ph78725,OTC010,48,153.5
ph78725,OTC026,53,90.04
ph78725,OTC043,53,45.0
ph78725,OTC003,143,21.02
ph78725,OTC008,15,136.27
ph78725,OTC040,84,37.61
ph78725,OTC001,120,203.74
ph75501,OTC038,62,119.98
ph75501,OTC033,23,185.96
ph75501,OTC002,150,148.16
ph75501,OTC013,63,70.45
ph75501,OTC043,17,51.81
ph75501,OTC026,55,242.91
ph75501,OTC011,24,237.29
ph75501,OTC035,21,188.65
ph75501,OTC040,78,22.75
ph75501,OTC007,19,198.07
ph75501,OTC015,46,46.82
ph75501,OTC032,84,213.34
ph75501,OTC037,94,140.0
ph75501,OTC031,51,93.36
ph75501,OTC042,97,157.78
ph75501,OTC039,38,241.33
ph75501,OTC005,64,217.72
ph75501,OTC023,30,134.88
ph59977,OTC041,71,108.07
ph59977,OTC001,200,50.59
ph59977,OTC023,86,40.44
ph59977,OTC042,60,142.3
ph59977,OTC034,81,211.79
ph59977,OTC038,70,83.65
ph59977,OTC009,74,40.73
ph59977,OTC016,86,120.9
ph59977,OTC017,92,213.31
ph59977,OTC030,36,197.26
ph59977,OTC015,20,63.69
ph59977,OTC008,98,62.6
ph59977,OTC033,33,177.63
ph59977,OTC007,84,181.68
ph59977,OTC013,20,245.53
ph59977,OTC006,34,244.29
ph59977,OTC039,65,227.26
ph59977,OTC003,186,92.03
ph59977,OTC032,44,17.93
ph59977,OTC011,67,221.82
ph59977,OTC035,64,167.48
ph59977,OTC043,76,83.97
ph93098,OTC016,34,142.72
ph93098,OTC035,42,119.04
ph93098,OTC005,36,166.52
ph93098,OTC002,51,44.51
ph93098,OTC033,18,59.53
ph93098,OTC009,48,49.98
ph93098,OTC006,42,150.9
ph93098,OTC015,36,67.77
ph93098,OTC003,93,158.11
ph93098,OTC011,28,187.3
ph93098,OTC032,86,76.07
ph93098,OTC017,62,236.43
ph93098,OTC007,86,15.08
ph93098,OTC008,50,113.49
ph93098,OTC036,40,197.87
ph93098,OTC041,53,153.7
ph93098,OTC023,88,106.87
ph93098,OTC010,51,67.23
ph93098,OTC043,24,49.48
ph41193,OTC023,33,76.72
ph41193,OTC031,92,245.25
ph41193,OTC017,73,203.76
ph41193,OTC003,83,20.39
ph41193,OTC013,59,243.82
ph41193,OTC036,41,58.74
ph41193,OTC005,67,242.74
ph41193,OTC043,72,52.67
ph41193,OTC038,71,123.2
ph41193,OTC035,34,79.55
ph41193,OTC040,88,34.46
ph41193,OTC007,65,60.52
ph41193,OTC041,98,41.1
ph41193,OTC002,102,224.26
ph41193,OTC016,80,204.72
ph41193,OTC037,20,129.32
ph41193,OTC010,19,177.73
ph41193,OTC039,79,152.52
ph41193,OTC015,30,28.66
ph41193,OTC008,30,238.08
ph41193,OTC001,174,128.25
ph45182,OTC040,32,241.44
ph45182,OTC023,35,222.01
ph45182,OTC026,47,98.83
ph45182,OTC007,19,118.7
ph45182,OTC034,11,145.97
ph45182,OTC006,28,26.65
ph45182,OTC011,52,199.79
ph45182,OTC003,79,31.5
ph45182,OTC037,10,211.56
ph45182,OTC010,93,116.71
ph45182,OTC042,39,106.88
ph45182,OTC030,24,131.02
ph45182,OTC036,15,141.84
ph45182,OTC008,59,206.46
ph45182,OTC032,51,52.84
ph45182,OTC033,21,198.91
ph45182,OTC009,44,218.74
ph45182,OTC017,48,63.52
ph45182,OTC041,81,201.4
ph45182,OTC001,108,74.53
ph45182,OTC016,29,157.19
ph45182,OTC039,36,144.03
ph45182,OTC035,72,238.43
ph41738,OTC040,54,221.31
ph41738,OTC002,178,128.59
ph41738,OTC041,14,15.01
ph41738,OTC033,34,40.43
ph41738,OTC023,54,127.98
ph41738,OTC017,37,19.76
ph41738,OTC010,13,162.08
ph41738,OTC043,10,95.78
ph41738,OTC031,41,142.67
ph41738,OTC036,74,160.26
ph41738,OTC015,50,160.9
ph41738,OTC037,68,70.18
ph41738,OTC008,83,199.91
ph41738,OTC035,31,48.31
ph41738,OTC032,45,172.39
ph41738,OTC030,19,160.75
ph41738,OTC006,62,162.28
ph41738,OTC034,62,171.95
ph30179,OTC007,35,201.66
ph30179,OTC016,98,177.28
ph30179,OTC011,59,170.3
ph30179,OTC033,12,179.97
ph30179,OTC040,11,47.32
ph30179,OTC037,82,193.81
ph30179,OTC013,40,106.91
ph30179,OTC036,53,206.88
ph30179,OTC026,85,199.99
ph30179,OTC003,117,175.25
ph30179,OTC035,27,123.76
ph30179,OTC023,70,50.33
ph30179,OTC010,82,226.22
ph30179,OTC032,24,169.32
ph30179,OTC030,25,46.45
ph30179,OTC043,19,65.33
ph30179,OTC002,154,150.74
ph30179,OTC042,91,220.49
ph30179,OTC017,100,42.31
ph30179,OTC001,145,196.04
ph30179,OTC031,29,235.89
ph30179,OTC008,36,139.54
ph30179,OTC039,40,225.44
ph45313,OTC008,10,108.65
ph45313,OTC002,198,52.27
ph45313,OTC010,29,220.37
ph45313,OTC033,50,104.38
ph45313,OTC035,40,124.41
ph45313,OTC007,74,30.5
ph45313,OTC040,43,178.2
ph45313,OTC038,15,239.16
ph45313,OTC016,15,240.34
ph45313,OTC015,98,194.58
ph45313,OTC042,47,33.59
ph45313,OTC017,30,88.69
ph45313,OTC031,11,116.43
ph45313,OTC023,73,93.24
ph45313,OTC039,26,180.73
ph45313,OTC041,63,195.87
ph45313,OTC037,71,26.55
ph45313,OTC026,73,225.92
ph45313,OTC006,33,108.79
ph17887,OTC040,81,128.53
ph17887,OTC038,14,169.49
ph17887,OTC008,20,210.63
ph17887,OTC005,23,83.61
ph17887,OTC026,94,146.7
ph17887,OTC033,99,198.62
ph17887,OTC015,10,81.44
ph17887,OTC039,33,56.42
ph17887,OTC009,19,35.59
ph17887,OTC031,45,47.97
ph17887,OTC002,95,61.89
ph17887,OTC032,20,240.22
ph17887,OTC037,41,20.43
ph17887,OTC042,90,204.27
ph17887,OTC010,99,129.48
ph17887,OTC011,44,175.8
ph17887,OTC034,57,91.14
ph17887,OTC041,76,162.37
ph17887,OTC003,126,95.7
ph17887,OTC043,15,238.92
ph48548,OTC037,30,79.92
ph48548,OTC013,51,179.56
ph48548,OTC003,148,48.54
ph48548,OTC002,73,191.09
ph48548,OTC005,88,128.97
ph48548,OTC033,80,125.43
ph48548,OTC034,94,191.56
ph48548,OTC041,58,60.76
ph48548,OTC035,93,229.47
ph48548,OTC038,78,197.06
ph48548,OTC040,97,56.15
ph48548,OTC011,88,151.44
ph48548,OTC026,60,116.84
ph48548,OTC023,93,34.72
ph48548,OTC015,69,220.34
ph48548,OTC001,101,119.18
ph48548,OTC031,78,60.86
ph48548,OTC043,91,162.36
ph54947,OTC037,70,212.49
ph54947,OTC026,18,22.85
ph54947,OTC009,64,81.42
ph54947,OTC015,51,68.11
ph54947,OTC042,74,105.22
ph54947,OTC001,191,128.37
ph54947,OTC031,34,172.74
ph54947,OTC007,82,201.67
ph54947,OTC011,98,192.89
ph54947,OTC043,41,53.64
ph54947,OTC005,88,236.78
ph54947,OTC017,72,246.83
ph54947,OTC032,74,39.74
ph54947,OTC038,54,117.76
ph54947,OTC003,119,91.85
ph54947,OTC016,67,229.42
ph54947,OTC023,82,240.91
ph54947,OTC010,78,19.48
ph54947,OTC040,86,84.12
ph54947,OTC013,49,147.96
ph54947,OTC033,43,204.65
ph53394,OTC008,28,162.51
ph53394,OTC016,57,89.43
ph53394,OTC009,26,134.65
ph53394,OTC032,36,45.3
ph53394,OTC030,42,201.87
ph53394,OTC011,75,70.49
ph53394,OTC041,82,226.26
ph53394,OTC001,182,55.74
ph53394,OTC037,90,38.62
ph53394,OTC013,54,205.51
ph53394,OTC017,44,116.76
ph53394,OTC010,17,187.76
ph53394,OTC038,19,184.88
ph53394,OTC036,33,41.91
ph53394,OTC033,58,185.04
ph53394,OTC023,70,170.99
ph53394,OTC040,64,66.35
ph53394,OTC026,12,100.35
ph53394,OTC031,14,225.99
ph53394,OTC034,74,199.59
ph53394,OTC039,46,166.6
ph53394,OTC007,19,32.83
ph47165,OTC026,48,202.08
ph47165,OTC040,23,247.87
ph47165,OTC034,55,159.45
ph47165,OTC013,48,120.36
ph47165,OTC010,32,118.68
ph47165,OTC037,41,100.93
ph47165,OTC003,101,92.97
ph47165,OTC011,100,23.85
ph47165,OTC005,33,187.75
ph47165,OTC041,67,122.73
ph47165,OTC017,22,77.36
ph47165,OTC032,25,166.24
ph47165,OTC006,39,231.24
ph47165,OTC043,77,201.83
ph47165,OTC002,60,34.18
ph47165,OTC001,80,238.37
ph47165,OTC023,87,231.76
ph47165,OTC007,68,163.87
ph47165,OTC008,61,102.77
ph47165,OTC030,57,120.29
ph47165,OTC015,57,184.39
ph47165,OTC035,92,239.34
ph47165,OTC036,97,111.26
ph83306,OTC031,89,190.34
ph83306,OTC009,20,123.4
ph83306,OTC037,61,227.36
ph83306,OTC005,97,159.38
ph83306,OTC003,108,72.01
ph83306,OTC040,68,111.38
ph83306,OTC001,111,188.04
ph83306,OTC007,13,179.58
ph83306,OTC026,68,80.79
ph83306,OTC002,189,135.67
ph83306,OTC033,11,174.89
ph83306,OTC015,86,35.46
ph83306,OTC016,18,176.66
ph83306,OTC039,60,30.65
ph83306,OTC030,81,33.12
ph83306,OTC017,19,160.73
ph83306,OTC042,31,90.2
ph83306,OTC038,50,77.47
ph83306,OTC036,47,148.68
ph83306,OTC032,61,173.36
ph70632,OTC039,29,36.03
ph70632,OTC008,15,125.35
ph70632,OTC040,25,98.43
ph70632,OTC035,84,188.0
ph70632,OTC036,77,148.83
ph70632,OTC030,31,165.94
ph70632,OTC026,48,80.28
ph70632,OTC007,86,174.56
ph70632,OTC010,15,191.92
ph70632,OTC023,49,190.05
ph70632,OTC038,51,228.89
ph70632,OTC037,61,51.91
ph70632,OTC002,185,185.28
ph70632,OTC015,11,35.85
ph70632,OTC041,95,175.46
ph70632,OTC011,48,127.65
ph70632,OTC016,66,98.31
ph70632,OTC001,151,194.81
ph70632,OTC009,74,36.67
ph99354,OTC037,44,58.01
ph99354,OTC033,68,40.46
ph99354,OTC005,65,91.03
ph99354,OTC026,70,164.98
ph99354,OTC006,42,24.28
ph99354,OTC040,27,123.19
ph99354,OTC002,118,154.33
ph99354,OTC023,72,190.04
ph99354,OTC010,61,161.41
ph99354,OTC043,23,196.52
ph99354,OTC031,13,91.31
ph99354,OTC032,26,97.43
ph99354,OTC038,31,94.35
ph99354,OTC039,54,62.28
ph99354,OTC013,51,194.97
ph99354,OTC007,45,96.51
ph99354,OTC015,66,159.26
ph99354,OTC042,74,58.43
ph99354,OTC011,42,120.41
ph99354,OTC001,144,77.8
ph99354,OTC008,50,151.17
ph99354,OTC030,39,161.09
ph99354,OTC036,31,110.79
ph51297,OTC009,85,170.13
ph51297,OTC026,64,162.45
ph51297,OTC041,56,88.23
ph51297,OTC039,59,88.14
ph51297,OTC031,75,179.34
ph51297,OTC007,55,144.43
ph51297,OTC013,78,164.26
ph51297,OTC038,74,245.48
ph51297,OTC040,16,45.32
ph51297,OTC034,88,76.2
ph51297,OTC030,45,58.75
ph51297,OTC001,195,157.96
ph51297,OTC010,32,114.95
ph51297,OTC042,26,186.47
ph51297,OTC035,11,109.94
ph51297,OTC017,92,197.52
ph51297,OTC006,76,156.49
ph51297,OTC037,32,103.77
ph51297,OTC002,88,119.56
ph51297,OTC003,150,154.73
ph66992,OTC037,53,30.14
ph66992,OTC005,13,223.09
ph66992,OTC015,66,204.31
ph66992,OTC009,26,187.88
ph66992,OTC001,181,60.35
ph66992,OTC026,13,172.06
ph66992,OTC035,20,191.69
ph66992,OTC003,164,189.68
ph66992,OTC010,35,187.09
ph66992,OTC036,68,69.59
ph66992,OTC013,81,230.65
ph66992,OTC016,81,167.99
ph66992,OTC039,53,32.38
ph66992,OTC007,19,235.84
ph66992,OTC032,12,52.63
ph66992,OTC034,63,223.32
ph66992,OTC040,54,21.41
ph66992,OTC002,144,237.78
ph66992,OTC017,89,159.3
ph66992,OTC031,84,58.97
ph66992,OTC042,94,109.06
ph66992,OTC008,32,131.85
ph66992,OTC041,16,239.05
ph68514,OTC034,73,62.73
ph68514,OTC011,60,171.3
ph68514,OTC009,75,176.2
ph68514,OTC001,52,94.57
ph68514,OTC031,56,36.0
ph68514,OTC016,32,166.06
ph68514,OTC036,94,162.18
ph68514,OTC003,146,17.96
ph68514,OTC035,25,31.61
ph68514,OTC017,24,123.88
ph68514,OTC007,83,30.97
ph68514,OTC008,50,123.91
ph68514,OTC006,61,150.15
ph68514,OTC041,81,16.27
ph68514,OTC037,12,107.62
ph68514,OTC032,12,199.61
ph68514,OTC038,39,232.01
ph68514,OTC023,19,105.84
ph74948,OTC005,28,192.51
ph74948,OTC015,62,205.79
ph74948,OTC003,160,202.66
ph74948,OTC036,90,18.92
ph74948,OTC032,58,157.11
ph74948,OTC011,42,162.59
ph74948,OTC009,73,78.29
ph74948,OTC002,187,113.16
ph74948,OTC042,75,194.99
ph74948,OTC023,80,169.97
ph74948,OTC013,54,163.57
ph74948,OTC039,72,116.36
ph74948,OTC026,71,18.75
ph74948,OTC001,89,80.08
ph74948,OTC037,19,234.72
ph74948,OTC017,28,246.31
ph74948,OTC010,49,28.4
ph74948,OTC033,17,56.35
ph74800,OTC030,67,240.71
ph74800,OTC003,166,199.39
ph74800,OTC009,70,88.75
ph74800,OTC038,10,242.82
ph74800,OTC039,75,79.39
ph74800,OTC015,82,120.07
ph74800,OTC035,31,98.31
ph74800,OTC034,30,114.53
ph74800,OTC007,45,207.16
ph74800,OTC040,33,28.99
ph74800,OTC037,13,60.41
ph74800,OTC005,20,89.34
ph74800,OTC016,15,140.65
ph74800,OTC036,36,108.88
ph74800,OTC026,96,104.88
ph74800,OTC002,115,114.45
ph74800,OTC033,60,98.43
ph74800,OTC042,29,118.26
ph74800,OTC032,35,184.55
ph74800,OTC011,66,82.58
ph74800,OTC006,100,141.11
ph14077,OTC035,71,229.29
ph14077,OTC008,26,103.87
ph14077,OTC009,44,37.63
ph14077,OTC040,30,70.76
ph14077,OTC016,47,129.27
ph14077,OTC023,61,109.77
ph14077,OTC032,59,171.72
ph14077,OTC042,73,204.2
ph14077,OTC011,37,22.62
ph14077,OTC005,92,231.1
ph14077,OTC031,42,222.65
ph14077,OTC001,103,59.29
ph14077,OTC006,82,90.14
ph14077,OTC003,189,50.88
ph14077,OTC038,95,206.31
ph14077,OTC030,68,238.17
ph14077,OTC010,97,137.93
ph14077,OTC002,139,215.02
ph14077,OTC033,59,129.71
ph14077,OTC017,48,45.48
ph14077,OTC036,29,144.42
ph14077,OTC034,35,122.47
ph14077,OTC037,70,216.51
ph14077,OTC015,77,220.46
ph23155,OTC005,24,59.83
ph23155,OTC041,28,194.98
ph23155,OTC037,36,180.2
ph23155,OTC039,34,92.27
ph23155,OTC031,21,208.75
ph23155,OTC002,178,25.37
ph23155,OTC026,55,221.96
ph23155,OTC008,92,185.39
ph23155,OTC032,46,32.64
ph23155,OTC038,82,183.82
ph23155,OTC013,40,149.93
ph23155,OTC007,48,89.25
ph23155,OTC001,163,35.61
ph23155,OTC015,70,212.3
ph23155,OTC010,79,41.97
ph23155,OTC034,69,145.83
ph23155,OTC030,94,31.32
ph23155,OTC009,92,243.45
ph23155,OTC006,34,210.41
ph23155,OTC036,26,246.24
ph23155,OTC016,61,227.38
ph23155,OTC035,27,226.82
ph21795,OTC032,60,225.86
ph21795,OTC034,63,178.63
ph21795,OTC043,11,242.24
ph21795,OTC008,42,64.84
ph21795,OTC007,26,19.02
ph21795,OTC038,99,62.93
ph21795,OTC016,66,56.92
ph21795,OTC001,105,53.54
ph21795,OTC003,129,25.56
ph21795,OTC023,10,169.15
ph21795,OTC013,84,238.53
ph21795,OTC031,91,80.5
ph21795,OTC041,95,27.4
ph21795,OTC011,91,51.5
ph21795,OTC030,29,144.65
ph21795,OTC010,84,17.78
ph21795,OTC035,21,173.69
ph21795,OTC005,60,59.88
ph21795,OTC009,34,114.23
ph21795,OTC039,24,88.02
ph21795,OTC015,75,165.61
ph21795,OTC006,47,74.4
ph21795,OTC036,70,78.01
ph21795,OTC017,36,197.22
ph19020,OTC016,89,54.57
ph19020,OTC017,26,181.0
ph19020,OTC033,41,182.76
ph19020,OTC011,62,172.96
ph19020,OTC009,92,95.6
ph19020,OTC007,18,156.91
ph19020,OTC032,51,17.44
ph19020,OTC030,42,56.29
ph19020,OTC023,48,169.22
ph19020,OTC008,47,37.96
ph19020,OTC013,80,191.64
ph19020,OTC043,44,23.66
ph19020,OTC005,68,99.43
ph19020,OTC003,67,211.51
ph19020,OTC002,140,117.54
ph19020,OTC015,89,226.76
ph19020,OTC001,119,32.02
ph19020,OTC010,73,206.63
ph19020,OTC041,89,135.82
ph19020,OTC031,10,16.27
ph41942,OTC013,43,153.57
ph41942,OTC043,96,175.74
ph41942,OTC037,32,151.75
ph41942,OTC034,16,47.62
ph41942,OTC015,70,178.06
ph41942,OTC030,96,245.11
ph41942,OTC009,35,132.46
ph41942,OTC011,51,216.1
ph41942,OTC033,93,183.14
ph41942,OTC031,66,33.86
ph41942,OTC035,92,245.79
ph41942,OTC041,57,141.02
ph41942,OTC003,184,132.03
ph41942,OTC036,68,196.27
ph41942,OTC008,19,166.69
ph41942,OTC001,113,191.78
ph41942,OTC040,80,54.83
ph41942,OTC005,85,245.02
ph77280,OTC035,48,211.38
ph77280,OTC011,49,162.62
ph77280,OTC034,56,230.78
ph77280,OTC017,73,194.32
ph77280,OTC030,59,121.61
ph77280,OTC032,82,204.46
ph77280,OTC003,111,188.59
ph77280,OTC033,84,166.99
ph77280,OTC016,10,68.03
ph77280,OTC008,79,143.34
ph77280,OTC009,97,30.55
ph77280,OTC007,54,161.42
ph77280,OTC043,40,175.07
ph77280,OTC001,171,172.76
ph77280,OTC015,25,42.08
ph77280,OTC031,23,114.6
ph77280,OTC023,20,191.62
ph77280,OTC036,47,139.4
ph77280,OTC026,52,168.76
ph77280,OTC006,91,133.33
ph77280,OTC039,32,46.67
ph76647,OTC015,64,233.21
ph76647,OTC008,73,31.51
ph76647,OTC010,31,173.81
ph76647,OTC036,85,134.22
ph76647,OTC037,90,173.55
ph76647,OTC030,45,41.4
ph76647,OTC013,76,151.03
ph76647,OTC017,59,230.18
ph76647,OTC038,17,202.06
ph76647,OTC002,113,112.24
ph76647,OTC009,92,170.25
ph76647,OTC007,59,188.96
ph76647,OTC034,11,23.4
ph76647,OTC039,88,30.01
ph76647,OTC041,56,78.67
ph76647,OTC005,47,116.13
ph76647,OTC003,120,28.98
ph76647,OTC032,99,81.76
ph76647,OTC023,23,205.12
ph76647,OTC033,49,95.38
ph76647,OTC001,137,189.91
ph76647,OTC040,96,167.97
ph76647,OTC016,40,17.49
ph58910,OTC007,68,248.97
ph58910,OTC010,72,69.23
ph58910,OTC043,19,171.49
ph58910,OTC042,35,145.23
ph58910,OTC035,64,107.84
ph58910,OTC002,134,95.85
ph58910,OTC031,48,65.57
ph58910,OTC026,42,179.48
ph58910,OTC003,66,177.55
ph58910,OTC009,59,182.74
ph58910,OTC023,25,202.73
ph58910,OTC034,89,90.78
ph58910,OTC013,38,135.24
ph58910,OTC011,95,122.19
ph58910,OTC036,21,126.79
ph58910,OTC033,51,64.42
ph58910,OTC017,57,129.54
ph58910,OTC032,41,42.19
ph58910,OTC006,64,215.56
ph58910,OTC039,44,84.99
ph58910,OTC005,100,129.52
ph58910,OTC001,106,106.77
ph58910,OTC037,86,128.79
ph14677,OTC011,78,218.96
ph14677,OTC001,60,124.81
ph14677,OTC013,91,17.53
ph14677,OTC007,50,172.13
ph14677,OTC002,74,138.84
ph14677,OTC032,62,208.63
ph14677,OTC030,19,57.32
ph14677,OTC010,82,89.49
ph14677,OTC037,36,91.7
ph14677,OTC031,48,242.02
ph14677,OTC009,48,97.09
ph14677,OTC040,73,174.81
ph14677,OTC015,34,191.41
ph14677,OTC039,38,68.86
ph14677,OTC035,48,132.6
ph14677,OTC041,59,190.16
ph14677,OTC008,33,110.51
ph14677,OTC006,31,59.58
ph14677,OTC017,52,76.82
ph63539,OTC013,25,249.59
ph63539,OTC007,36,238.52
ph63539,OTC006,93,139.96
ph63539,OTC033,15,163.63
ph63539,OTC016,72,32.16
ph63539,OTC040,55,152.77
ph63539,OTC002,153,230.07
ph63539,OTC041,75,245.52
ph63539,OTC011,88,175.12
ph63539,OTC036,35,114.66
ph63539,OTC030,32,155.28
ph63539,OTC008,93,110.51
ph63539,OTC003,158,42.81
ph63539,OTC023,38,210.99
ph63539,OTC010,31,127.93
ph63539,OTC043,42,123.2
ph63539,OTC039,15,181.35
ph63539,OTC038,34,111.38
ph63539,OTC032,57,88.1
ph63539,OTC005,55,43.82
ph63539,OTC031,89,19.56
ph67506,OTC038,26,97.14
ph67506,OTC003,110,52.51
ph67506,OTC041,24,107.11
ph67506,OTC017,19,174.55
ph67506,OTC013,99,145.3
ph67506,OTC010,14,184.4
ph67506,OTC033,34,47.8
ph67506,OTC032,71,225.2
ph67506,OTC001,118,77.09
ph67506,OTC005,98,61.6
ph67506,OTC009,26,153.01
ph67506,OTC043,49,197.39
ph67506,OTC015,96,203.99
ph67506,OTC016,56,182.06
ph67506,OTC031,77,55.74
ph67506,OTC035,37,105.57
ph67506,OTC030,62,31.36
ph67506,OTC007,23,201.36
ph67506,OTC039,19,88.13
ph23733,OTC033,62,114.06
ph23733,OTC043,77,100.08
ph23733,OTC030,42,202.1
ph23733,OTC023,52,213.7
ph23733,OTC026,26,55.93
ph23733,OTC011,16,143.84
ph23733,OTC041,42,229.61
ph23733,OTC013,14,38.94
ph23733,OTC009,44,17.03
ph23733,OTC036,84,175.79
ph23733,OTC001,114,55.38
ph23733,OTC006,18,77.03
ph23733,OTC015,80,131.62
ph23733,OTC016,68,114.57
ph23733,OTC007,25,152.13
ph23733,OTC005,27,95.56
ph23733,OTC040,19,24.65
ph23733,OTC042,70,204.48
ph23733,OTC008,88,102.78
ph23733,OTC039,15,210.67
ph23733,OTC010,35,116.95
ph23733,OTC038,97,185.66
ph23733,OTC035,95,96.47
ph23733,OTC031,78,206.31
ph76646,OTC031,47,26.99
ph76646,OTC030,45,21.82
ph76646,OTC032,97,65.27
ph76646,OTC040,82,172.43
ph76646,OTC038,12,175.69
ph76646,OTC042,71,26.03
ph76646,OTC041,89,119.19
ph76646,OTC015,11,108.56
ph76646,OTC034,32,214.95
ph76646,OTC036,82,200.34
ph76646,OTC017,42,104.94
ph76646,OTC016,24,171.89
ph76646,OTC013,88,150.84
ph76646,OTC035,51,98.79
ph76646,OTC023,83,94.21
ph76646,OTC002,72,19.05
ph76646,OTC005,81,29.89
ph76646,OTC026,10,135.86
ph76646,OTC043,64,97.96
ph66801,OTC043,51,189.96
ph66801,OTC040,23,246.23
ph66801,OTC032,57,143.68
ph66801,OTC017,39,26.71
ph66801,OTC016,100,93.47
ph66801,OTC041,18,147.32
ph66801,OTC013,26,77.41
ph66801,OTC005,65,246.09
ph66801,OTC011,77,140.42
ph66801,OTC001,128,191.67
ph66801,OTC037,73,85.49
ph66801,OTC039,60,157.95
ph66801,OTC036,49,103.31
ph66801,OTC038,32,81.84
ph66801,OTC030,32,224.36
ph66801,OTC015,47,206.32
ph66801,OTC023,23,135.81
ph66801,OTC026,100,88.97
ph66801,OTC007,92,91.67
ph36688,OTC037,86,126.98
ph36688,OTC001,176,105.48
ph36688,OTC036,91,82.21
ph36688,OTC005,83,154.44
ph36688,OTC030,55,78.97
ph36688,OTC017,44,54.63
ph36688,OTC015,98,181.05
ph36688,OTC041,94,143.08
ph36688,OTC009,34,182.36
ph36688,OTC010,29,233.28
ph36688,OTC003,158,192.71
ph36688,OTC038,95,44.91
ph36688,OTC035,58,191.95
ph36688,OTC023,33,36.69
ph36688,OTC032,69,196.89
ph36688,OTC002,190,185.07
ph36688,OTC016,61,25.52
ph36688,OTC031,93,192.23
ph36688,OTC039,36,83.45
ph36688,OTC043,78,66.65
ph42501,OTC042,36,166.23
ph42501,OTC017,86,83.36
ph42501,OTC002,147,204.74
ph42501,OTC013,75,196.18
ph42501,OTC032,51,228.9
ph42501,OTC009,100,225.49
ph42501,OTC001,122,131.6
ph42501,OTC043,81,93.9
